"age","job","marital","education","default","housing","loan","campaign","poutcome","y"
20,"blue-collar","single","high.school","no","yes","no",1,"nonexistent","no"
36,"entrepreneur","married","university.degree","no","no","yes",1,"nonexistent","no"
44,"services","divorced","high.school","no","yes","yes",1,"nonexistent","yes"
34,"technician","divorced","professional.course","no","yes","no",2,"nonexistent","yes"
67,"self-employed","married","university.degree","no","yes","no",4,"failure","no"
42,"admin.","married","university.degree","no","yes","no",1,"nonexistent","no"
41,"self-employed","single","university.degree","no","yes","no",2,"nonexistent","no"
37,"technician","single","university.degree","no","yes","no",1,"failure","no"
35,"unknown","single","basic.4y","unknown","no","no",4,"nonexistent","no"
34,"entrepreneur","married","university.degree","no","yes","no",1,"failure","no"
48,"management","married","university.degree","no","no","no",2,"nonexistent","no"
46,"admin.","single","high.school","no","no","no",3,"nonexistent","no"
57,"admin.","divorced","high.school","no","no","no",1,"nonexistent","no"
54,"housemaid","married","basic.4y","no","yes","no",2,"nonexistent","no"
34,"admin.","married","basic.9y","no","yes","no",3,"nonexistent","no"
29,"technician","single","high.school","no","no","no",2,"nonexistent","no"
38,"blue-collar","married","basic.9y","no","yes","no",1,"nonexistent","no"
27,"student","single","high.school","no","yes","no",1,"failure","no"
42,"blue-collar","married","basic.6y","unknown","yes","no",3,"nonexistent","no"
35,"technician","divorced","professional.course","no","yes","no",2,"nonexistent","no"
40,"entrepreneur","married","professional.course","unknown","yes","no",1,"failure","no"
44,"admin.","single","university.degree","no","yes","no",7,"nonexistent","no"
33,"admin.","single","university.degree","no","no","no",4,"nonexistent","no"
54,"blue-collar","married","basic.9y","no","yes","yes",1,"nonexistent","no"
32,"technician","married","high.school","no","yes","no",3,"nonexistent","no"
47,"admin.","single","university.degree","no","yes","no",4,"nonexistent","no"
40,"admin.","single","high.school","no","yes","no",2,"nonexistent","no"
30,"admin.","married","university.degree","no","yes","yes",4,"nonexistent","yes"
28,"technician","single","professional.course","no","yes","no",2,"success","no"
40,"entrepreneur","married","basic.4y","no","yes","yes",3,"nonexistent","no"
39,"blue-collar","married","basic.4y","no","yes","no",2,"nonexistent","no"
27,"technician","single","high.school","no","yes","no",1,"nonexistent","yes"
51,"housemaid","married","basic.4y","unknown","no","no",1,"nonexistent","no"
39,"admin.","divorced","professional.course","no","yes","yes",1,"nonexistent","no"
46,"admin.","married","university.degree","no","yes","no",1,"nonexistent","no"
49,"unemployed","married","high.school","unknown","no","no",2,"nonexistent","no"
47,"admin.","married","university.degree","no","yes","no",3,"nonexistent","no"
32,"admin.","divorced","university.degree","no","no","no",2,"nonexistent","no"
35,"entrepreneur","married","high.school","no","yes","no",2,"nonexistent","no"
27,"admin.","single","high.school","no","yes","yes",4,"nonexistent","no"
42,"blue-collar","married","basic.9y","no","no","no",4,"nonexistent","no"
35,"technician","married","university.degree","unknown","no","no",1,"nonexistent","no"
37,"technician","single","university.degree","no","no","no",2,"nonexistent","no"
48,"blue-collar","married","basic.4y","no","no","yes",1,"nonexistent","no"
29,"unemployed","single","university.degree","no","no","no",1,"nonexistent","no"
50,"management","married","university.degree","no","yes","yes",1,"nonexistent","no"
30,"blue-collar","single","university.degree","no","no","no",4,"nonexistent","no"
58,"self-employed","divorced","university.degree","no","yes","no",1,"nonexistent","no"
52,"blue-collar","married","basic.9y","no","no","yes",1,"nonexistent","no"
32,"entrepreneur","married","university.degree","no","yes","yes",1,"failure","no"
55,"retired","married","basic.6y","unknown","yes","yes",2,"nonexistent","no"
49,"technician","married","professional.course","unknown","yes","no",12,"nonexistent","no"
35,"admin.","single","university.degree","no","no","no",1,"nonexistent","no"
41,"blue-collar","divorced","basic.6y","no","yes","no",2,"nonexistent","no"
44,"blue-collar","married","basic.6y","no","no","yes",2,"nonexistent","no"
35,"technician","married","professional.course","no","no","no",3,"nonexistent","no"
44,"admin.","married","university.degree","no","no","no",1,"nonexistent","no"
27,"technician","single","basic.9y","no","yes","no",1,"nonexistent","no"
35,"self-employed","married","university.degree","no","yes","no",1,"nonexistent","yes"
33,"admin.","single","university.degree","no","yes","no",2,"failure","no"
35,"admin.","married","high.school","no","yes","no",1,"nonexistent","no"
32,"management","single","university.degree","no","no","no",4,"success","no"
39,"entrepreneur","single","university.degree","no","yes","no",9,"nonexistent","no"
53,"blue-collar","married","high.school","unknown","yes","yes",4,"nonexistent","no"
26,"admin.","single","high.school","no","no","no",3,"nonexistent","no"
25,"self-employed","single","university.degree","no","no","no",7,"nonexistent","no"
39,"blue-collar","married","basic.9y","no","no","no",1,"nonexistent","no"
33,"admin.","married","university.degree","unknown","yes","yes",2,"nonexistent","no"
63,"management","married","basic.4y","unknown","yes","no",4,"failure","yes"
59,"retired","married","basic.4y","no","no","yes",3,"nonexistent","no"
52,"self-employed","single","professional.course","no","no","yes",1,"nonexistent","no"
25,"blue-collar","single","basic.9y","no","yes","yes",2,"nonexistent","no"
29,"blue-collar","married","basic.9y","no","no","no",1,"success","no"
48,"entrepreneur","married","basic.9y","unknown","no","no",2,"nonexistent","no"
35,"admin.","married","university.degree","no","yes","no",2,"failure","no"
39,"technician","married","professional.course","no","yes","no",1,"failure","no"
31,"admin.","single","university.degree","no","no","no",1,"nonexistent","no"
28,"blue-collar","single","professional.course","no","yes","no",1,"nonexistent","no"
40,"self-employed","married","high.school","no","no","no",1,"nonexistent","no"
39,"admin.","married","university.degree","no","no","no",3,"nonexistent","no"
41,"blue-collar","married","basic.4y","no","yes","no",3,"nonexistent","no"
39,"housemaid","married","professional.course","no","yes","no",1,"nonexistent","no"
30,"self-employed","married","professional.course","no","yes","no",5,"nonexistent","no"
40,"management","married","basic.9y","no","yes","yes",1,"nonexistent","no"
32,"technician","married","professional.course","no","yes","yes",4,"nonexistent","no"
37,"admin.","divorced","university.degree","no","yes","yes",2,"nonexistent","no"
52,"admin.","married","university.degree","no","no","no",1,"nonexistent","yes"
28,"student","single","basic.9y","no","yes","no",1,"nonexistent","yes"
43,"blue-collar","married","high.school","no","yes","no",1,"nonexistent","no"
31,"admin.","single","university.degree","unknown","yes","no",1,"nonexistent","no"
45,"housemaid","divorced","university.degree","no","no","no",6,"nonexistent","no"
47,"blue-collar","divorced","basic.4y","no","yes","no",7,"nonexistent","no"
58,"admin.","divorced","university.degree","no","yes","no",1,"nonexistent","no"
33,"technician","single","high.school","no","yes","no",1,"nonexistent","no"
28,"blue-collar","single","university.degree","unknown","no","no",2,"nonexistent","no"
47,"admin.","married","university.degree","unknown","no","no",2,"nonexistent","no"
38,"blue-collar","single","high.school","no","no","no",3,"success","yes"
60,"management","married","university.degree","no","yes","no",2,"nonexistent","no"
28,"admin.","single","university.degree","no","yes","no",3,"nonexistent","no"
33,"self-employed","single","university.degree","no","yes","no",2,"nonexistent","yes"
41,"entrepreneur","divorced","basic.9y","no","yes","yes",1,"nonexistent","no"
33,"student","single","unknown","no","yes","yes",1,"nonexistent","no"
41,"management","married","high.school","unknown","yes","no",2,"nonexistent","no"
30,"student","single","unknown","no","yes","no",1,"nonexistent","no"
54,"self-employed","divorced","high.school","unknown","no","no",4,"nonexistent","no"
46,"technician","single","professional.course","no","no","no",1,"nonexistent","no"
32,"blue-collar","married","high.school","no","no","no",2,"nonexistent","no"
42,"technician","single","university.degree","no","yes","no",2,"nonexistent","no"
29,"admin.","single","university.degree","no","no","no",2,"failure","no"
41,"blue-collar","married","unknown","unknown","no","no",4,"nonexistent","no"
24,"blue-collar","single","basic.6y","no","no","no",1,"nonexistent","no"
44,"technician","divorced","unknown","no","no","no",3,"nonexistent","no"
58,"retired","married","basic.4y","no","yes","no",2,"nonexistent","no"
31,"admin.","married","high.school","no","no","yes",2,"nonexistent","no"
34,"services","single","basic.9y","no","no","no",1,"nonexistent","no"
44,"admin.","married","high.school","no","yes","no",1,"nonexistent","no"
59,"blue-collar","married","basic.4y","no","no","no",2,"failure","no"
34,"technician","single","university.degree","no","no","no",2,"nonexistent","no"
48,"management","married","university.degree","no","yes","no",1,"success","no"
47,"admin.","single","university.degree","no","no","no",1,"nonexistent","no"
54,"housemaid","married","basic.4y","unknown","no","no",4,"nonexistent","no"
44,"blue-collar","married","high.school","unknown","yes","no",1,"failure","no"
31,"management","single","university.degree","unknown","yes","no",4,"nonexistent","no"
34,"blue-collar","married","professional.course","no","yes","no",2,"nonexistent","no"
29,"technician","single","basic.9y","no","unknown","unknown",1,"nonexistent","no"
38,"technician","single","university.degree","no","yes","yes",3,"nonexistent","no"
56,"admin.","married","unknown","no","yes","no",2,"nonexistent","no"
26,"technician","single","professional.course","no","yes","no",2,"failure","no"
31,"technician","divorced","high.school","no","no","no",3,"nonexistent","no"
31,"admin.","single","university.degree","no","yes","no",1,"nonexistent","no"
57,"blue-collar","married","basic.4y","no","no","no",9,"nonexistent","no"
36,"blue-collar","married","basic.9y","no","no","yes",3,"nonexistent","no"
43,"unemployed","married","university.degree","unknown","unknown","unknown",2,"nonexistent","no"
46,"self-employed","married","basic.9y","unknown","yes","yes",1,"nonexistent","no"
24,"student","single","unknown","no","yes","no",1,"failure","no"
37,"blue-collar","single","professional.course","no","no","no",1,"nonexistent","no"
33,"technician","married","professional.course","no","yes","no",1,"nonexistent","no"
41,"technician","single","high.school","no","yes","no",3,"nonexistent","no"
53,"housemaid","married","basic.4y","unknown","no","no",3,"nonexistent","no"
51,"admin.","divorced","high.school","no","yes","no",1,"failure","no"
36,"housemaid","divorced","university.degree","no","no","no",5,"nonexistent","no"
47,"admin.","married","university.degree","no","yes","no",3,"nonexistent","no"
44,"technician","divorced","professional.course","no","yes","no",3,"nonexistent","no"
45,"services","married","professional.course","no","yes","yes",1,"nonexistent","no"
38,"blue-collar","married","high.school","no","no","no",1,"nonexistent","no"
36,"technician","single","professional.course","unknown","no","no",3,"nonexistent","no"
30,"blue-collar","single","professional.course","no","yes","no",2,"nonexistent","no"
55,"management","married","university.degree","no","no","no",5,"nonexistent","no"
45,"blue-collar","married","basic.9y","no","yes","no",1,"nonexistent","no"
58,"retired","divorced","university.degree","no","yes","no",1,"nonexistent","yes"
33,"management","single","university.degree","no","no","yes",11,"nonexistent","no"
36,"admin.","single","university.degree","no","yes","no",7,"nonexistent","no"
33,"self-employed","single","high.school","no","yes","yes",1,"nonexistent","no"
44,"services","divorced","high.school","no","yes","yes",1,"nonexistent","no"
30,"services","single","high.school","no","yes","no",2,"nonexistent","yes"
25,"student","single","high.school","no","no","no",2,"nonexistent","yes"
56,"unknown","married","basic.4y","no","yes","no",1,"nonexistent","no"
31,"management","married","university.degree","no","no","no",1,"failure","no"
32,"services","married","high.school","no","yes","yes",6,"failure","no"
31,"blue-collar","single","basic.4y","no","no","yes",2,"nonexistent","no"
36,"technician","single","professional.course","no","yes","no",1,"nonexistent","no"
41,"housemaid","married","high.school","no","yes","no",1,"nonexistent","yes"
55,"blue-collar","married","basic.9y","unknown","yes","no",4,"nonexistent","no"
57,"management","divorced","university.degree","no","no","no",1,"nonexistent","no"
34,"services","married","high.school","no","yes","no",3,"failure","no"
30,"management","married","high.school","no","yes","no",12,"nonexistent","no"
40,"technician","married","university.degree","no","no","no",2,"nonexistent","no"
41,"unemployed","married","basic.9y","unknown","yes","no",1,"failure","no"
53,"blue-collar","single","basic.9y","no","unknown","unknown",1,"success","yes"
35,"blue-collar","married","basic.9y","no","no","no",6,"nonexistent","no"
59,"entrepreneur","married","university.degree","no","no","no",5,"nonexistent","no"
41,"self-employed","married","basic.9y","no","yes","no",4,"nonexistent","no"
35,"technician","married","professional.course","no","yes","yes",3,"nonexistent","no"
41,"admin.","divorced","high.school","no","no","no",4,"nonexistent","no"
32,"admin.","single","university.degree","no","yes","no",2,"success","no"
46,"services","divorced","basic.9y","no","unknown","unknown",1,"nonexistent","no"
60,"self-employed","married","basic.9y","no","no","no",13,"nonexistent","no"
34,"admin.","married","university.degree","no","no","no",1,"failure","yes"
48,"admin.","married","high.school","no","no","no",1,"nonexistent","no"
50,"management","married","university.degree","no","yes","no",2,"nonexistent","no"
43,"admin.","married","high.school","no","no","no",10,"nonexistent","yes"
46,"services","divorced","basic.9y","no","no","no",2,"failure","no"
50,"entrepreneur","married","university.degree","no","no","no",1,"failure","no"
30,"technician","single","university.degree","no","yes","no",1,"nonexistent","no"
44,"blue-collar","married","basic.9y","no","yes","no",1,"nonexistent","no"
37,"management","married","unknown","no","no","no",3,"nonexistent","yes"
23,"services","single","high.school","no","unknown","unknown",3,"nonexistent","no"
32,"admin.","married","university.degree","no","yes","no",1,"failure","yes"
36,"technician","married","professional.course","no","yes","no",1,"nonexistent","no"
40,"services","married","basic.6y","unknown","no","no",1,"nonexistent","no"
53,"admin.","divorced","university.degree","no","yes","yes",2,"nonexistent","no"
53,"housemaid","married","basic.6y","unknown","unknown","unknown",2,"nonexistent","no"
34,"blue-collar","married","basic.4y","no","yes","yes",4,"nonexistent","no"
34,"technician","divorced","professional.course","no","no","no",1,"nonexistent","no"
41,"self-employed","married","basic.9y","no","yes","no",3,"failure","yes"
48,"blue-collar","married","basic.4y","no","no","no",7,"nonexistent","no"
47,"blue-collar","married","basic.4y","unknown","no","no",2,"nonexistent","no"
39,"services","married","high.school","no","no","no",3,"nonexistent","no"
50,"technician","married","basic.9y","no","yes","no",2,"nonexistent","no"
38,"technician","single","basic.6y","no","yes","no",1,"nonexistent","no"
37,"admin.","single","university.degree","no","yes","no",1,"nonexistent","no"
29,"services","single","basic.9y","unknown","yes","no",2,"nonexistent","no"
24,"entrepreneur","single","high.school","no","yes","no",1,"nonexistent","no"
46,"management","married","university.degree","no","no","no",1,"nonexistent","no"
35,"admin.","single","university.degree","no","no","yes",9,"nonexistent","no"
32,"admin.","single","university.degree","no","unknown","unknown",1,"nonexistent","no"
33,"admin.","single","university.degree","no","yes","no",4,"nonexistent","no"
58,"retired","married","professional.course","unknown","no","no",3,"failure","no"
36,"blue-collar","married","basic.4y","unknown","yes","no",2,"nonexistent","no"
41,"technician","married","university.degree","no","yes","no",3,"nonexistent","no"
33,"technician","single","professional.course","no","yes","no",1,"nonexistent","no"
29,"admin.","married","university.degree","no","no","yes",5,"nonexistent","no"
51,"technician","single","university.degree","no","no","no",1,"nonexistent","yes"
52,"management","married","university.degree","no","no","no",1,"nonexistent","yes"
44,"blue-collar","married","basic.9y","no","no","no",3,"nonexistent","no"
42,"admin.","married","high.school","no","no","yes",6,"nonexistent","no"
43,"admin.","married","university.degree","unknown","no","no",1,"nonexistent","no"
32,"services","married","high.school","unknown","no","no",1,"nonexistent","no"
32,"blue-collar","married","basic.4y","no","no","no",2,"nonexistent","no"
38,"services","married","basic.4y","no","no","yes",1,"nonexistent","no"
32,"technician","married","university.degree","no","yes","no",1,"nonexistent","no"
31,"technician","married","professional.course","no","no","no",3,"failure","no"
37,"blue-collar","married","basic.9y","no","yes","yes",3,"nonexistent","no"
43,"blue-collar","married","basic.9y","no","yes","no",1,"nonexistent","no"
30,"technician","married","university.degree","no","no","no",4,"nonexistent","no"
34,"blue-collar","married","basic.9y","no","yes","no",4,"nonexistent","no"
36,"management","married","unknown","no","no","no",2,"nonexistent","no"
29,"admin.","single","university.degree","no","yes","no",2,"nonexistent","no"
52,"admin.","divorced","university.degree","no","yes","yes",1,"nonexistent","no"
54,"retired","divorced","basic.4y","no","no","no",3,"nonexistent","no"
31,"services","married","professional.course","no","no","no",3,"nonexistent","no"
37,"blue-collar","married","basic.6y","unknown","yes","no",10,"nonexistent","no"
40,"technician","single","university.degree","no","no","no",3,"nonexistent","no"
43,"technician","married","professional.course","unknown","no","no",5,"nonexistent","no"
35,"technician","divorced","professional.course","no","no","no",1,"failure","no"
37,"admin.","single","high.school","no","yes","no",1,"nonexistent","no"
35,"services","married","basic.6y","no","no","no",6,"nonexistent","no"
53,"admin.","married","professional.course","no","yes","yes",2,"nonexistent","no"
55,"blue-collar","married","basic.4y","unknown","no","no",1,"nonexistent","no"
40,"unemployed","married","professional.course","no","no","yes",1,"nonexistent","yes"
28,"blue-collar","single","high.school","no","yes","no",1,"nonexistent","no"
39,"blue-collar","single","basic.4y","no","no","yes",4,"nonexistent","no"
41,"blue-collar","married","basic.9y","no","no","no",1,"failure","no"
46,"blue-collar","married","basic.6y","unknown","yes","no",3,"nonexistent","no"
52,"self-employed","married","university.degree","unknown","no","no",1,"nonexistent","no"
44,"admin.","single","high.school","no","no","yes",1,"nonexistent","no"
31,"unemployed","married","high.school","yes","no","no",2,"failure","no"
31,"blue-collar","married","basic.9y","no","no","no",2,"nonexistent","no"
31,"admin.","married","university.degree","no","no","no",1,"nonexistent","no"
35,"services","married","high.school","no","yes","no",4,"nonexistent","no"
58,"blue-collar","married","basic.4y","no","yes","no",1,"nonexistent","no"
38,"technician","married","professional.course","no","yes","no",2,"success","yes"
51,"admin.","married","basic.4y","unknown","no","no",1,"nonexistent","no"
36,"technician","married","professional.course","no","no","no",1,"nonexistent","no"
47,"blue-collar","married","high.school","unknown","yes","no",3,"nonexistent","no"
49,"admin.","single","high.school","no","no","no",1,"nonexistent","no"
39,"housemaid","married","basic.4y","no","yes","yes",1,"nonexistent","no"
33,"admin.","single","university.degree","unknown","yes","no",3,"nonexistent","no"
66,"retired","married","professional.course","no","no","yes",1,"failure","yes"
36,"technician","married","professional.course","no","yes","no",1,"nonexistent","no"
46,"blue-collar","divorced","basic.9y","no","no","no",3,"nonexistent","no"
44,"services","married","professional.course","unknown","yes","no",2,"failure","no"
50,"technician","married","professional.course","unknown","yes","yes",7,"nonexistent","yes"
32,"services","married","professional.course","no","yes","no",1,"nonexistent","no"
52,"housemaid","married","basic.6y","no","yes","no",1,"nonexistent","no"
26,"blue-collar","single","high.school","no","no","no",4,"nonexistent","no"
30,"admin.","single","university.degree","no","no","no",1,"nonexistent","no"
34,"technician","divorced","professional.course","no","yes","no",2,"nonexistent","no"
30,"management","married","university.degree","no","yes","yes",1,"nonexistent","no"
56,"retired","married","basic.4y","no","no","no",2,"failure","no"
33,"blue-collar","married","basic.9y","no","yes","no",2,"nonexistent","no"
31,"blue-collar","divorced","basic.6y","no","yes","no",17,"nonexistent","no"
47,"admin.","single","unknown","unknown","yes","no",1,"nonexistent","no"
46,"services","married","professional.course","no","no","no",3,"nonexistent","no"
54,"technician","married","basic.4y","no","no","no",2,"nonexistent","no"
30,"technician","single","university.degree","no","no","no",2,"nonexistent","no"
40,"self-employed","married","unknown","unknown","no","no",9,"nonexistent","no"
45,"services","married","high.school","no","yes","no",4,"nonexistent","no"
45,"unemployed","married","basic.4y","no","yes","yes",1,"nonexistent","no"
55,"retired","married","high.school","no","yes","no",3,"success","no"
30,"admin.","married","university.degree","unknown","no","no",2,"nonexistent","no"
82,"housemaid","divorced","basic.4y","no","no","no",1,"nonexistent","yes"
55,"unknown","married","basic.4y","no","yes","no",1,"nonexistent","yes"
39,"entrepreneur","married","basic.9y","no","no","no",2,"nonexistent","no"
46,"technician","married","basic.9y","no","yes","no",2,"nonexistent","no"
33,"blue-collar","single","basic.4y","no","no","no",1,"nonexistent","no"
39,"admin.","single","unknown","no","no","no",2,"nonexistent","no"
37,"blue-collar","married","basic.4y","unknown","yes","no",3,"nonexistent","no"
28,"technician","single","professional.course","no","yes","no",3,"nonexistent","yes"
41,"technician","divorced","university.degree","no","yes","yes",2,"nonexistent","no"
39,"admin.","married","university.degree","no","no","no",3,"nonexistent","no"
27,"blue-collar","married","basic.4y","no","yes","no",5,"nonexistent","no"
39,"housemaid","married","basic.9y","no","yes","yes",2,"nonexistent","no"
46,"technician","married","professional.course","no","yes","no",1,"failure","no"
38,"technician","married","professional.course","no","no","no",1,"nonexistent","no"
54,"technician","single","high.school","no","yes","no",2,"nonexistent","no"
25,"admin.","single","basic.9y","no","no","no",29,"nonexistent","no"
37,"admin.","married","university.degree","no","no","yes",2,"success","yes"
28,"self-employed","single","basic.9y","no","no","no",3,"nonexistent","no"
53,"blue-collar","married","basic.4y","unknown","yes","no",1,"nonexistent","no"
58,"blue-collar","married","basic.4y","unknown","yes","no",2,"failure","no"
31,"admin.","single","high.school","no","no","no",22,"nonexistent","no"
42,"services","married","high.school","no","yes","no",1,"nonexistent","no"
37,"blue-collar","married","professional.course","no","yes","no",3,"nonexistent","no"
37,"self-employed","divorced","university.degree","no","no","no",3,"failure","no"
24,"blue-collar","single","basic.9y","no","yes","no",3,"nonexistent","no"
33,"technician","married","professional.course","no","yes","no",17,"nonexistent","no"
59,"technician","married","professional.course","no","yes","no",2,"nonexistent","no"
60,"retired","married","basic.4y","no","no","no",1,"nonexistent","no"
31,"admin.","married","university.degree","no","no","no",1,"nonexistent","no"
38,"technician","married","professional.course","no","no","no",1,"nonexistent","no"
35,"unknown","single","high.school","unknown","yes","no",3,"nonexistent","no"
26,"admin.","single","university.degree","no","no","no",1,"success","yes"
52,"retired","married","university.degree","no","no","no",1,"nonexistent","no"
35,"blue-collar","married","basic.9y","no","no","yes",2,"nonexistent","no"
42,"admin.","divorced","university.degree","no","no","no",1,"nonexistent","no"
46,"unemployed","divorced","basic.9y","no","yes","no",2,"nonexistent","no"
40,"technician","married","professional.course","no","no","no",6,"nonexistent","no"
58,"admin.","married","university.degree","no","no","no",2,"nonexistent","no"
52,"blue-collar","married","basic.4y","no","yes","no",6,"nonexistent","no"
30,"admin.","divorced","university.degree","no","no","yes",1,"nonexistent","no"
44,"blue-collar","married","basic.9y","no","no","no",3,"nonexistent","no"
53,"services","married","high.school","unknown","yes","no",1,"nonexistent","no"
30,"management","single","university.degree","no","no","no",7,"nonexistent","no"
43,"blue-collar","married","basic.6y","no","no","no",1,"nonexistent","no"
39,"services","single","high.school","no","yes","no",6,"nonexistent","yes"
43,"management","married","basic.9y","no","yes","no",1,"failure","no"
57,"blue-collar","divorced","basic.4y","unknown","yes","no",1,"nonexistent","no"
37,"admin.","single","university.degree","no","no","no",2,"nonexistent","yes"
32,"technician","married","university.degree","no","no","no",1,"nonexistent","no"
40,"admin.","single","professional.course","no","yes","no",1,"failure","no"
41,"blue-collar","single","unknown","unknown","no","no",3,"nonexistent","no"
46,"technician","divorced","university.degree","no","no","no",3,"nonexistent","no"
33,"services","single","high.school","no","yes","no",2,"failure","no"
49,"management","divorced","university.degree","no","no","no",7,"nonexistent","no"
52,"management","married","high.school","no","no","no",1,"nonexistent","yes"
31,"admin.","single","university.degree","no","yes","no",1,"nonexistent","no"
32,"blue-collar","married","basic.9y","no","yes","no",1,"nonexistent","no"
37,"admin.","single","university.degree","no","no","no",11,"nonexistent","no"
45,"housemaid","married","basic.4y","no","no","no",3,"nonexistent","no"
39,"blue-collar","divorced","basic.6y","unknown","yes","yes",1,"nonexistent","no"
28,"blue-collar","single","basic.9y","no","no","no",2,"nonexistent","no"
45,"blue-collar","divorced","basic.4y","unknown","yes","no",1,"nonexistent","no"
33,"admin.","married","university.degree","unknown","yes","no",2,"nonexistent","no"
37,"technician","married","professional.course","no","yes","no",9,"nonexistent","no"
34,"entrepreneur","single","university.degree","no","yes","no",1,"nonexistent","no"
39,"services","married","basic.9y","no","yes","no",3,"nonexistent","no"
31,"admin.","single","university.degree","no","yes","yes",2,"nonexistent","no"
41,"management","married","high.school","no","yes","no",2,"nonexistent","no"
55,"admin.","married","high.school","no","no","no",2,"success","no"
49,"blue-collar","married","basic.9y","no","no","no",1,"failure","no"
36,"admin.","divorced","university.degree","unknown","yes","no",1,"nonexistent","no"
26,"admin.","married","high.school","no","no","no",6,"nonexistent","no"
46,"admin.","married","university.degree","unknown","no","no",2,"nonexistent","no"
38,"management","divorced","university.degree","no","yes","no",9,"nonexistent","no"
40,"blue-collar","married","basic.9y","unknown","yes","no",4,"nonexistent","no"
38,"admin.","married","university.degree","no","yes","no",5,"nonexistent","no"
49,"housemaid","married","professional.course","no","yes","no",2,"nonexistent","no"
51,"technician","married","professional.course","no","yes","yes",3,"nonexistent","no"
41,"services","divorced","basic.9y","no","yes","no",1,"nonexistent","no"
42,"blue-collar","married","basic.9y","unknown","yes","no",1,"nonexistent","no"
32,"services","married","high.school","no","no","no",1,"nonexistent","no"
37,"technician","single","professional.course","unknown","unknown","unknown",4,"nonexistent","no"
46,"services","married","high.school","no","yes","no",3,"nonexistent","no"
33,"technician","divorced","professional.course","no","no","no",4,"nonexistent","no"
68,"retired","divorced","professional.course","no","yes","no",2,"nonexistent","yes"
41,"blue-collar","married","basic.9y","no","yes","no",1,"failure","no"
32,"admin.","single","university.degree","no","yes","no",2,"nonexistent","no"
29,"admin.","single","university.degree","no","no","no",6,"failure","no"
36,"admin.","married","university.degree","no","yes","no",1,"nonexistent","yes"
37,"admin.","single","university.degree","no","yes","no",7,"nonexistent","no"
57,"technician","married","high.school","unknown","no","no",1,"nonexistent","yes"
40,"blue-collar","single","basic.6y","unknown","no","no",2,"nonexistent","no"
36,"admin.","married","university.degree","no","no","no",1,"nonexistent","no"
33,"unemployed","divorced","professional.course","no","yes","no",2,"nonexistent","no"
53,"management","married","university.degree","no","yes","yes",1,"nonexistent","no"
56,"management","married","university.degree","no","yes","no",1,"nonexistent","no"
33,"management","married","professional.course","no","no","no",1,"nonexistent","yes"
48,"admin.","divorced","basic.9y","no","no","no",4,"nonexistent","yes"
38,"self-employed","married","university.degree","unknown","no","no",10,"nonexistent","no"
22,"student","single","high.school","no","no","no",2,"success","no"
50,"admin.","divorced","university.degree","no","yes","no",9,"nonexistent","no"
58,"retired","married","professional.course","no","no","no",1,"nonexistent","no"
56,"retired","married","professional.course","no","yes","no",5,"nonexistent","no"
53,"self-employed","divorced","university.degree","no","no","no",3,"nonexistent","no"
41,"admin.","married","university.degree","unknown","yes","no",2,"nonexistent","no"
80,"retired","divorced","basic.4y","no","no","yes",5,"failure","no"
50,"management","married","university.degree","no","yes","no",1,"nonexistent","no"
33,"services","single","high.school","no","yes","no",1,"nonexistent","no"
29,"technician","single","university.degree","no","no","yes",1,"nonexistent","no"
45,"self-employed","single","basic.9y","no","yes","no",1,"nonexistent","no"
22,"blue-collar","single","basic.6y","unknown","unknown","unknown",1,"nonexistent","no"
34,"admin.","divorced","university.degree","no","yes","no",4,"nonexistent","no"
35,"admin.","married","university.degree","no","yes","no",1,"nonexistent","no"
46,"admin.","single","high.school","no","no","no",2,"failure","no"
47,"blue-collar","married","unknown","unknown","yes","no",3,"nonexistent","no"
33,"admin.","single","high.school","no","yes","no",1,"nonexistent","no"
51,"admin.","married","university.degree","no","no","no",2,"success","no"
38,"blue-collar","single","unknown","no","yes","no",1,"failure","no"
58,"admin.","married","high.school","no","no","no",1,"nonexistent","no"
49,"admin.","married","university.degree","unknown","no","no",3,"nonexistent","no"
45,"housemaid","single","basic.9y","no","yes","no",1,"nonexistent","no"
42,"management","married","high.school","unknown","no","no",5,"nonexistent","no"
31,"technician","married","high.school","no","yes","yes",1,"nonexistent","no"
45,"blue-collar","married","basic.9y","unknown","no","yes",2,"nonexistent","no"
24,"student","single","professional.course","no","no","no",2,"failure","no"
37,"services","divorced","high.school","no","yes","no",4,"nonexistent","no"
27,"admin.","married","high.school","unknown","no","yes",3,"nonexistent","no"
48,"technician","married","professional.course","no","no","yes",5,"nonexistent","no"
46,"admin.","married","high.school","no","yes","no",1,"failure","no"
57,"retired","married","basic.4y","unknown","yes","no",2,"nonexistent","no"
56,"technician","married","basic.4y","no","yes","no",3,"nonexistent","no"
33,"self-employed","single","professional.course","no","yes","no",1,"nonexistent","no"
42,"blue-collar","married","basic.9y","no","yes","yes",4,"nonexistent","no"
53,"entrepreneur","married","basic.4y","unknown","yes","no",1,"nonexistent","no"
54,"blue-collar","married","basic.9y","no","no","no",2,"nonexistent","yes"
28,"technician","single","high.school","no","yes","no",6,"nonexistent","no"
38,"technician","married","high.school","no","no","no",5,"nonexistent","no"
45,"technician","married","basic.9y","unknown","no","no",1,"nonexistent","no"
30,"technician","single","university.degree","no","no","no",2,"nonexistent","yes"
